entrezId	sym	refseqIds	refseqProtIds
153201	SLC36A2	NM_181776.2	NP_861441.2
284274	SMIM21	NM_001037331.2	NP_001032408.1
284276	LOC284276	NR_015417.1	
101060202	LOC101060202	XM_003960060.1,XM_003960061.1,XM_003960059.1,XM_003960062.1,XM_003960058.1,XM_003960063.1,XM_003960064.1	XP_003960110.1,XP_003960113.1,XP_003960112.1,XP_003960108.1,XP_003960109.1,XP_003960107.1,XP_003960111.1
153218	SPINK13	NM_001040129.2	NP_001035218.1
101060203	LOC101060203	XM_003960995.1	XP_003961044.1
284293	HMSD	NM_001123366.1	NP_001116838.1
153222	CREBRF	NM_153607.2,NM_001168393.1,NM_001168394.1	NP_001161866.1,NP_705835.2,NP_001161865.1
284297	SSC5D	NM_001195267.1,NM_001144950.1	NP_001138422.1,NP_001182196.1
101060205	LOC101060205	XM_003960998.1	XP_003961047.1
284306	ZNF547	NM_173631.2	NP_775902.2
284307	ZIK1	NM_001010879.2	NP_001010879.2
284309	ZNF776	NM_173632.3	NP_775903.3
284312	ZSCAN1	NM_182572.3	NP_872378.3
153241	CEP120	NM_153223.3,NM_001166226.1	NP_694955.2,NP_001159698.1
101060208	LOC101060208	XM_003960080.1	XP_003960129.1
284323	ZNF780A	NM_001010880.2,NM_001142579.1,NM_001142577.1,NM_001142578.1	NP_001136049.1,NP_001010880.2,NP_001136050.1,NP_001136051.1
284325	C19orf54	NM_198476.3	NP_940878.3
101060210	LOC101060210	XM_003960081.1	XP_003960130.1
284338	PRR19	NM_199285.2	NP_954979.2
284339	TMEM145	NM_173633.2	NP_775904.2
284340	CXCL17	NM_198477.1	NP_940879.1
284344	LOC284344	NR_033888.1	
101060212	LOC101060212	XR_172499.1	
284346	ZNF575	NM_174945.2	NP_777605.1
284348	LYPD5	NM_182573.2,NM_001031749.2	NP_001026919.2,NP_872379.2
284349	ZNF283	NM_181845.1	NP_862828.1
284352	PPP1R37	NM_019121.1	NP_061994.1
284353	NKPD1	NM_198478.3	NP_940880.3
284355	TPRX1	NM_198479.2	NP_940881.2
284358	MAMSTR	NM_182574.2,NM_001130915.1	NP_001124387.1,NP_872380.1
284359	IZUMO1	NM_182575.2	NP_872381.2
284361	EMC10	NM_175063.4,NM_206538.2	NP_778233.4,NP_996261.1
101060215	LOC101060215	XM_003960068.1	XP_003960117.1
284365	MGC45922	NR_038359.1	
284366	KLK9	NM_012315.1	NP_036447.1
284367	SIGLEC17P	NR_047530.1,NR_047529.1,NR_047531.1	
284369	SIGLECL1	NM_173635.1,NR_102324.1	NP_775906.1
284370	ZNF615	NM_198480.3,NM_001199324.1	NP_001186253.1,NP_940882.3
284371	ZNF841	NM_001136499.1	NP_001129971.1
284379	LOC284379	NR_002938.3	
284382	ACTL9	NM_178525.3	NP_848620.2
284383	OR2Z1	NM_001004699.1	NP_001004699.1
284385	LOC284385	NM_001242812.1	NP_001229741.1
284390	ZNF763	NM_001012753.1	NP_001012771.1
284391	ZNF844	NM_001136501.1	NP_001129973.1
284395	LOC284395	NR_040029.1	
153328	SLC25A48	NM_145282.4	NP_660325.4
284402	SCGB2B2	NM_001025591.2	NP_001020762.1
284403	WDR62	NM_001083961.1,NM_173636.4	NP_001077430.1,NP_775907.4
284406	ZFP82	NM_133466.2	NP_597723.1
284408	ZNF790-AS1	NR_040028.1,NR_040027.1	
153339	TMEM167A	NM_174909.4	NP_777569.1
284412	LOC284412	NR_029390.1	
284415	VSTM1	NM_198481.3	NP_940883.2
284417	TMEM150B	NM_001085488.1	NP_001078957.1
284418	FAM71E2	NM_001145402.1	NP_001138874.1
222166	C7orf41	NM_152793.2	NP_690006.2
284422	C19orf77	NM_001136503.1	NP_001129975.1
284424	MIR7-3HG	NR_027148.1	
284427	SLC25A41	NM_173637.3	NP_775908.2
284428	MBD3L5	NM_001136507.1	NP_001129979.1
101060226	LOC101060226	XM_003960069.1	XP_003960118.1
284433	OR10H5	NM_001004466.1	NP_001004466.1
284434	NWD1	NM_001007525.3	NP_001007526.3
153364	MBLAC2	NM_203406.1	NP_981951.1
284439	SLC25A42	NM_178526.4	NP_848621.2
284440	LINC00663	NR_026956.1	
101060228	LOC101060228	XR_172500.1	
284443	ZNF493	NM_175910.6,NM_145326.2,NM_001076678.2	NP_001070146.1,NP_787106.4,NP_663299.2
101060229	LOC101060229	XM_003960992.1	XP_003961041.1
284451	ODF3L2	NM_182577.2	NP_872383.1
101060230	LOC101060230	XM_003960085.1,XM_003960084.1	XP_003960133.1,XP_003960134.1
284454	LOC284454	NR_036515.1	
284459	HKR1	NM_181786.2	NP_861451.1
677679	SCARNA3	NR_002998.1	
677681	SCARNA20	NR_002999.2	
284467	FAM19A3	NM_001004440.1,NM_182759.2	NP_877436.1,NP_001004440.1
153396	TMEM161B	NM_153354.3	NP_699185.1
284485	RIIAD1	NM_001144956.1	NP_001138428.1
284486	THEM5	NM_182578.3	NP_872384.1
101060237	LOC101060237	XR_171121.1	
284498	C1orf167	XM_003119773.2,XM_003118845.2,XM_003960099.1	XP_003119821.2,XP_003118893.2,XP_003960148.1
101060238	LOC101060238	XM_003960049.1,XM_003960055.1,XM_003960054.1,XM_003960051.1,XM_003960050.1,XM_003960194.1,XM_003960057.1,XM_003960056.1,XM_003960053.1,XM_003960052.1	XP_003960098.1,XP_003960099.1,XP_003960104.1,XP_003960105.1,XP_003960100.1,XP_003960101.1,XP_003960106.1,XP_003960243.1,XP_003960102.1,XP_003960103.1
100533105	C8orf44-SGK3	NM_001204173.1	NP_001191102.1
153443	SRFBP1	NM_152546.2	NP_689759.2
284521	OR2L13	NM_175911.2	NP_787107.1
284525	SLC9C2	NM_178527.3	NP_848622.2
284532	OR14A16	NM_001001966.1	NP_001001966.1
101060244	LOC101060244	XR_171528.1	
153469	JAKMIP2-AS1	NR_038902.1	
284546	C1orf185	NM_001136508.1	NP_001129980.1
677763	SCARNA21	NR_003000.1	
677765	SCARNA18	NR_003139.1	
153478	PLEKHG4B	NM_052909.3	NP_443141.3
677767	SCARNA7	NR_003001.1	
677768	SCARNA13	NR_003002.1	
677769	SCARNA17	NR_003003.2	
677770	SCARNA22	NR_003004.1	
677771	SCARNA4	NR_003005.1	
677772	SCARNA6	NR_003006.1	
677773	SCARNA23	NR_003007.1	
677774	SCARNA1	NR_002997.1	
677775	SCARNA5	NR_003008.2	
677776	SCARNA8	NR_003009.1	
284561	LOC284561	XR_112106.2,XR_110828.2,XR_159174.2,XR_171211.1	
677778	SCARNA15	NR_003011.1	
677779	LINC00488	NR_026767.1	
677780	SCARNA11	NR_003012.1	
284565	NBPF15	NM_173638.3,NM_001170755.1	NP_001164226.1,NP_775909.2
677784	FAM138D	NR_026823.1	
100533107	RTEL1-TNFRSF6B	NR_037882.1	
284573	LINC00303	NR_027902.1	
284576	LEMD1-AS1	NR_038425.1	
677793	SNORA2A	NR_002950.1	
284578	LOC284578	NR_027086.1	
677795	SNORA5B	NR_002990.1	
677796	SNORA5C	NR_002991.1	
284581	LOC284581	NR_046097.1,NR_046098.1	
677798	SNORA9	NR_002952.1	
677799	SNORA11	NR_002953.1	
677800	SNORA12	NR_002954.1	
677801	SNORA14A	NR_002955.1	
677802	SNORA14B	NR_002956.1	
677803	SNORA15	NR_002957.1	
677804	SNORA17	NR_002958.1	
677805	SNORA18	NR_002959.1	
677806	SNORA20	NR_002960.1	
677807	SNORA22	NR_002961.1	
677808	SNORA23	NR_002962.1	
677809	SNORA24	NR_002963.1	
677810	SNORA26	NR_003016.1	
677811	SNORA28	NR_002964.1	
677812	SNORA29	NR_002965.1	
677813	SNORA30	NR_002966.1	
677814	SNORA31	NR_002967.1	
677815	SNORA34	NR_002968.1	
677816	SNORA35	NR_002993.1	
677817	SNORA36A	NR_002969.1	
677818	SNORA36B	NR_002994.2	
677819	SNORA37	NR_002970.1	
677820	SNORA38	NR_002971.1	
677821	SNORA39	NR_002972.1	
677822	SNORA40	NR_002973.1	
677823	SNORA42	NR_002974.1	
677824	SNORA43	NR_002975.2	
677825	SNORA44	NR_002976.1	
677826	SNORA45	NR_002977.1	
677827	SNORA46	NR_002978.1	
284612	SYPL2	NM_001040709.1	NP_001035799.1
677829	SNORA49	NR_002979.2	
677830	SNORA50	NR_002980.1	
677831	SNORA51	NR_002981.1	
677832	SNORA53	NR_003015.1	
677833	SNORA54	NR_002982.1	
677834	SNORA55	NR_002983.1	
677835	SNORA56	NR_002984.1	
677836	SNORA58	NR_002985.2	
677837	SNORA60	NR_002986.1	
677838	SNORA61	NR_002987.1	
677839	SNORA71C	NR_003017.2	
677840	SNORA71D	NR_003018.2	
677841	SNORA74B	NR_002988.1	
677842	SNORA76	NR_002995.1	
677843	SNORA77	NR_003019.1	
677844	SNORA78	NR_003020.1	
677845	SNORA79	NR_003021.2	
677846	SNORA80	NR_002996.2	
677847	SNORA81	NR_002989.1	
677848	SNORD1A	NR_004395.1	
677849	SNORD1B	NR_004396.1	
677850	SNORD1C	NR_004397.1	
101060261	LOC101060261	XM_003960271.1	XP_003960320.1
153571	C5orf38	NM_178569.2	NP_848664.1
153572	IRX2	NM_001134222.1,NM_033267.4	NP_150366.1,NP_001127694.1
101060262	LOC101060262	XM_003960501.1	XP_003960550.1
284648	LOC284648	NR_036490.1	
284649	SMG7-AS1	NR_040063.1	
153579	BTNL9	NM_152547.4	NP_689760.2
284654	RSPO1	NM_001242909.1,NM_001038633.3,NM_001242910.1,NM_001242908.1	NP_001229839.1,NP_001229837.1,NP_001033722.1,NP_001229838.1
284656	EPHA10	NM_001099439.1,NM_173641.2	NP_001092909.1,NP_775912.2
101060264	LOC101060264	XR_171575.1,XR_171574.1	
284661	LOC284661	NR_027088.1	
101060265	LOC101060265	XM_003960509.1	XP_003960558.1
677882	SNORA59B	NR_003022.1	
677885	SNORA59A	NR_003025.1	
101060267	LOC101060267	XM_003960672.1	XP_003960721.1
284677	C1orf204	NM_001134233.1	NP_001127705.1
284680	C1orf111	NM_182581.3	NP_872387.2
101060268	LOC101060268	XR_171208.1	
134829	CLVS2	NM_001010852.2	NP_001010852.2
284688	LOC284688	NR_026957.1	
101060270	LOC101060270	XR_171209.1	
284695	ZNF326	NM_182975.2,NM_182976.2	NP_892020.1,NP_892021.1
284697	BTBD8	NM_183242.3	NP_899065.2
101060271	LOC101060271	XM_003960673.1	XP_003960722.1
284702	HNRNPU-AS1	NR_026778.1	
153642	ARSK	NM_198150.2	NP_937793.1
153643	FAM81B	NM_152548.2	NP_689761.2
284716	RIMKLA	NM_173642.3	NP_775913.2
284723	SLC25A34	NM_207348.1	NP_997231.1
153657	TTC23L	NM_144725.3	NP_653326.3
100292669	LOC100292669	XM_003846749.2	XP_003846797.2
101060277	LOC101060277	XR_171895.1	
284739	LINC00176	NR_027686.1,NR_027687.1	
101060278	LOC101060278	XM_003960674.1	XP_003960723.1
100292680	LOC100292680	NR_028415.1	
284749	LINC00494	NR_026958.1	
284751	LOC284751	NR_034124.1	
153684	LOC153684	NR_015447.1	
284757	LOC284757	NR_046099.1	
284759	SIRPB2	NM_001122962.1,NM_001134836.1	NP_001128308.1,NP_001116434.1
91151	TIGD7	NM_033208.3	NP_149985.2
101060285	LOC101060285	XM_003960197.1	XP_003960246.1
284788	LOC284788	NR_027089.1,NR_027090.1	
101060287	LOC101060287	XM_003960676.1,XM_003960675.1,XM_003960677.1	XP_003960725.1,XP_003960726.1,XP_003960724.1
284798	LOC284798	NR_027093.1,NR_027091.1,NR_027092.1	
284800	FAM182A	NR_026713.1	
284801	LOC284801	NR_040095.1	
284802	FRG1B	NR_003579.1	
284805	C20orf203	NM_182584.2	NP_872390.2
153743	PPP1R2P3	NR_038443.1	
153745	FAM71B	NM_130899.2	NP_570969.2
101060291	LOC101060291	XM_003960241.1,XM_003960244.1,XM_003960245.1,XM_003960239.1,XM_003960250.1,XM_003960242.1,XM_003960243.1,XM_003960246.1,XM_003960248.1,XM_003960247.1,XM_003960249.1,XM_003960251.1,XM_003960240.1	XP_003960289.1,XP_003960288.1,XP_003960290.1,XP_003960300.1,XP_003960291.1,XP_003960294.1,XP_003960295.1,XP_003960298.1,XP_003960299.1,XP_003960292.1,XP_003960293.1,XP_003960296.1,XP_003960297.1
284827	KRTAP13-4	NM_181600.1	NP_853631.1
284835	LINC00323	NR_024100.1	
284836	LINC00319	NR_026960.1	
284837	LOC284837	NR_026961.1	
153768	PRELID2	NM_205846.1,NM_138492.4,NM_182960.2	NP_995318.1,NP_612501.3,NP_892005.1
153769	SH3RF2	NM_152550.3	NP_689763.3
153770	PLAC8L1	NM_001029869.1	NP_001025040.1
101060295	LOC101060295	XM_003960113.1	XP_003960162.1
284861	FAM230B	XR_109744.2	
284865	LOC284865	NR_038460.1	
134860	TAAR9	NM_175057.3	NP_778227.3
101060302	LOC101060302	XR_171241.1	
284889	LOC284889	NR_038911.1	
101060303	LOC101060303	XM_003960681.1,XM_003960679.1,XM_003960678.1,XM_003960680.1,XM_003960682.1	XP_003960727.1,XP_003960730.1,XP_003960728.1,XP_003960731.1,XP_003960729.1
134864	TAAR1	NM_138327.1	NP_612200.1
284900	TTC28-AS1	NR_026962.1,NR_026963.1	
153830	RNF145	NM_001199380.1,NM_144726.2,NM_001199382.1,NM_001199381.1,NM_001199383.1	NP_001186309.1,NP_001186312.1,NP_001186310.1,NP_653327.1,NP_001186311.1
284904	SEC14L4	NM_001161368.1,NM_174977.3	NP_777637.1,NP_001154840.1
101060307	LOC101060307	XM_003960420.1	XP_003960469.1
101060308	LOC101060308	XM_003960115.1	XP_003960164.1
91179	SCARF2	NM_153334.4,NM_182895.2	NP_699165.2,NP_878315.1
284933	LOC284933	NR_038917.1	
22794	CASC3	NM_007359.4	NP_031385.2
22795	NID2	NM_007361.3	NP_031387.3
22796	COG2	NM_001145036.1,NM_007357.2	NP_031383.1,NP_001138508.1
22797	TFEC	NM_001244583.1,NM_012252.3,NM_001018058.2	NP_001231512.1,NP_036384.1,NP_001018068.1
22798	LAMB4	NM_007356.2	NP_031382.2
22800	RRAS2	NM_012250.5,NM_001177315.1,NM_001102669.2,NM_001177314.1	NP_001096139.1,NP_001170786.1,NP_001170785.1,NP_036382.2
22801	ITGA11	NM_001004439.1	NP_001004439.1
22802	CLCA4	NR_024602.1,NM_012128.3	NP_036260.2
22803	XRN2	NM_012255.3	NP_036387.2
284948	SH2D6	NM_198482.1	NP_940884.1
284950	LOC284950	NR_038888.1	
22807	IKZF2	NM_001079526.1,NM_016260.2	NP_057344.2,NP_001072994.1
22808	MRAS	NM_012219.4,NM_001252092.1,NM_001252091.1,NM_001252090.1,NM_001085049.2,NM_001252093.1	NP_001239021.1,NP_001239019.1,NP_001078518.1,NP_001239022.1,NP_036351.3,NP_001239020.1
22809	ATF5	NM_001193646.1,NM_012068.5	NP_036200.2,NP_001180575.1
101060314	LOC101060314	XR_171478.1	
284958	NT5DC4	XM_003960307.1,XM_001716541.5,XM_001716359.5	XP_001716411.5,XP_001716593.5,XP_003960356.1
22818	COPZ1	NM_001271736.1,NM_001271734.1,NR_073424.1,NM_016057.2,NM_001271735.1	NP_001258665.1,NP_057141.1,NP_001258664.1,NP_001258663.1
101060315	LOC101060315	XR_171242.1	
22820	COPG1	NM_016128.3	NP_057212.1
22821	RASA3	NM_007368.2	NP_031394.2
22822	PHLDA1	NM_007350.3	NP_031376.3
22823	MTF2	NM_001164393.1,NM_007358.3,NM_001164391.1,NM_001164392.1	NP_031384.1,NP_001157865.1,NP_001157863.1,NP_001157864.1
22824	HSPA4L	NM_014278.2	NP_055093.2
101060316	LOC101060316	XM_003960417.1	XP_003960466.1
22826	DNAJC8	NM_014280.2	NP_055095.2
22827	PUF60	NM_001271096.1,NM_001271100.1,NM_001271097.1,NM_078480.2,NM_001271098.1,NM_001271099.1,NM_014281.4,NM_001136033.2	NP_001129505.1,NP_001258025.1,NP_001258029.1,NP_001258028.1,NP_510965.1,NP_001258027.1,NP_001258026.1,NP_055096.2
22828	SCAF8	NM_014892.3	NP_055707.3
22829	NLGN4Y	NR_028319.1,NM_001206850.1,NR_046355.1,NM_001164238.1,NM_014893.4	NP_001157710.1,NP_055708.3,NP_001193779.1
101060317	LOC101060317	XM_003960839.1	XP_003960888.1
22832	KIAA1009	NM_014895.2	NP_055710.2
22834	ZNF652	NM_001145365.1,NM_014897.2	NP_001138837.1,NP_055712.1
22835	ZFP30	NM_014898.2	NP_055713.1
22836	RHOBTB3	NM_014899.3	NP_055714.3
22837	COBLL1	NM_014900.3	NP_055715.3
153910	LOC153910	NR_027312.1,NR_027311.1	
22839	DLGAP4	NM_001042486.2,NM_183006.2,NM_014902.4	NP_892118.1,NP_055717.2,NP_001035951.1
22841	RAB11FIP2	NM_014904.2	NP_055719.1
100292922	LOC100292922	XM_002345462.1	XP_002345503.1
22843	PPM1E	NR_048561.1,NM_014906.4	NP_055721.3
22844	FRMPD1	NM_014907.2	NP_055722.2
22845	DOLK	NM_014908.3	NP_055723.1
153918	ZC2HC1B	NM_001013623.2	NP_001013645.1
22847	ZNF507	NM_001136156.1,NM_014910.4	NP_055725.2,NP_001129628.1
22848	AAK1	NM_014911.3	NP_055726.3
22849	CPEB3	NM_014912.4,NM_001178137.1	NP_001171608.1,NP_055727.3
22850	ADNP2	NM_014913.3	NP_055728.1
284996	RNF149	NM_173647.3	NP_775918.2
22853	LMTK2	NM_014916.3	NP_055731.2
22854	NTNG1	NM_001113226.1,NM_014917.2,NM_001113228.1	NP_055732.2,NP_001106699.1,NP_001106697.1
101060321	LOC101060321	XM_003960684.1,XM_003960683.1,XM_003960686.1,XM_003960685.1,XM_003960687.1	XP_003960735.1,XP_003960732.1,XP_003960734.1,XP_003960736.1,XP_003960733.1
22856	CHSY1	NM_014918.4	NP_055733.2
22858	ICK	NM_014920.3,NM_016513.4	NP_055735.1,NP_057597.2
22859	LPHN1	NM_014921.4,NM_001008701.2	NP_001008701.1,NP_055736.2
22861	NLRP1	NM_033007.3,NM_014922.4,NM_033006.3,NM_033004.3,NM_001033053.2	NP_001028225.1,NP_127497.1,NP_055737.1,NP_127500.1,NP_127499.1
22862	FNDC3A	NM_001079673.1,NM_014923.3	NP_055738.3,NP_001073141.1
22863	ATG14	NM_014924.4	NP_055739.2
22864	R3HDM2	NM_014925.3	NP_055740.3
22865	SLITRK3	NM_014926.2	NP_055741.2
22866	CNKSR2	NM_001168649.1,NM_014927.3,NM_001168648.1,NM_001168647.1	NP_055742.2,NP_001162118.1,NP_001162120.1,NP_001162119.1
22868	FASTKD2	NM_001136193.1,NM_001136194.1,NM_014929.3	NP_001129666.1,NP_001129665.1,NP_055744.2
22869	ZNF510	NM_014930.1	NP_055745.1
22870	PPP6R1	NM_014931.3	NP_055746.3
22871	NLGN1	NM_014932.2	NP_055747.1
285016	FAM150B	NM_001002919.2	NP_001002919.2
22873	DZIP1	NM_198968.3,NM_014934.4	NP_945319.1,NP_055749.1
22874	PLEKHA6	NM_014935.4	NP_055750.2
22875	ENPP4	NM_014936.4	NP_055751.1
22876	INPP5F	NM_001243195.1,NM_014937.3,NM_001243194.1	NP_001230124.1,NP_001230123.1,NP_055752.1
22877	MLXIP	NM_014938.4	NP_055753.3
22878	TRAPPC8	NM_014939.3	NP_055754.2
22879	MON1B	NM_014940.2	NP_055755.1
22880	MORC2	NM_014941.1	NP_055756.1
285025	CCDC141	NM_173648.3	NP_775919.3
22882	ZHX2	NM_014943.3	NP_055758.1
22883	CLSTN1	NM_001009566.1,NM_014944.3	NP_055759.3,NP_001009566.1
22884	WDR37	NM_014023.3	NP_054742.2
22885	ABLIM3	NM_014945.2	NP_055760.1
22887	FOXJ3	NM_001198852.1,NM_001198850.1,NM_014947.4,NM_001198851.1	NP_001185780.1,NP_001185779.1,NP_001185781.1,NP_055762.3
22888	UBOX5	NM_014948.3,NM_001267584.1,NM_199415.2	NP_055763.1,NP_001254513.1,NP_955447.1
285033	LOC285033	NR_046322.1	
22890	ZBTB1	NM_014950.2,NM_001123329.1	NP_055765.2,NP_001116801.1
22891	ZNF365	NM_199451.2,NM_199450.2,NM_199452.3,NM_014951.2	NP_955523.1,NP_955524.3,NP_055766.2,NP_955522.1
22893	BAHD1	NM_014952.3	NP_055767.3
22894	DIS3	NM_001128226.1,NM_014953.3	NP_055768.3,NP_001121698.1
22895	RPH3A	NM_001143854.1,NM_014954.3	NP_055769.2,NP_001137326.1
22897	CEP164	NM_014956.4,NM_001271933.1	NP_001258862.1,NP_055771.4
22898	DENND3	NM_014957.2	NP_055772.2
22899	ARHGEF15	NM_025014.1,NM_173728.3	NP_079290.1,NP_776089.2
22900	CARD8	NM_001184903.1,NM_001184902.1,NR_033678.1,NM_001184901.1,NM_014959.3,NM_001184900.1,NR_033680.1,NM_001184904.1,NR_033679.1	NP_001171829.1,NP_001171830.1,NP_055774.2,NP_001171831.1,NP_001171832.1,NP_001171833.1
285045	LINC00486	NR_027099.1,NR_027100.1,NR_027098.1	
22902	RUFY3	NM_001130709.1,NM_001037442.2,NM_014961.3	NP_001124181.1,NP_055776.1,NP_001032519.1
22903	BTBD3	NM_014962.2,NM_181443.1	NP_055777.1,NP_852108.1
22904	SBNO2	NM_014963.2,NM_001100122.1	NP_055778.2,NP_001093592.1
22905	EPN2	NM_148921.3,NM_014964.4,NM_001102664.1	NP_001096134.1,NP_055779.2,NP_683723.2
22906	TRAK1	NM_014965.4,NM_001265609.1,NM_001265608.1,NM_001265610.1,NM_001042646.2	NP_001252537.1,NP_001252538.1,NP_055780.2,NP_001036111.1,NP_001252539.1
285051	C2orf61	NM_001163561.1,NM_173649.2	NP_775920.1,NP_001157033.1
22908	SACM1L	NM_014016.3	NP_054735.3
22909	FAN1	NM_001146094.1,NM_001146096.1,NM_014967.4,NM_001146095.1	NP_001139567.1,NP_001139568.1,NP_055782.3,NP_001139566.1
22911	WDR47	NM_001142550.1,NM_001142551.1,NM_014969.5	NP_001136023.1,NP_055784.3,NP_001136022.1
22913	RALY	NM_016732.2,NM_007367.3	NP_031393.2,NP_057951.1
22914	KLRK1	NM_007360.3	NP_031386.2
22915	MMRN1	NM_007351.2	NP_031377.2
22916	NCBP2	NM_007362.3,NM_001042540.1	NP_031388.2,NP_001036005.1
22917	ZP1	NM_207341.2	NP_997224.2
22918	CD93	NM_012072.3	NP_036204.2
22919	MAPRE1	NM_012325.2	NP_036457.1
22920	KIFAP3	NM_001204516.1,NM_014970.3,NM_001204514.1,NM_001204517.1	NP_001191446.1,NP_001191443.1,NP_055785.2,NP_001191445.1
22921	MSRB2	NM_012228.3	NP_036360.3
22924	MAPRE3	NM_012326.2	NP_036458.2
22925	PLA2R1	NM_007366.4,NM_001007267.2,NM_001195641.1	NP_001182570.1,NP_031392.3,NP_001007268.1
22926	ATF6	NM_007348.3	NP_031374.2
22927	HABP4	NM_014282.2	NP_055097.2
22928	SEPHS2	NM_012248.2	NP_036380.2
22929	SEPHS1	NM_001195604.1,NM_012247.4,NM_001195602.1	NP_001182533.1,NP_001182531.1,NP_036379.2
285074	LOC285074	NR_026846.1	
22931	RAB18	NM_001256412.1,NM_001256411.1,NM_001256410.1,NM_001256415.1,NM_021252.4,NR_046172.1	NP_067075.1,NP_001243339.1,NP_001243340.1,NP_001243341.1,NP_001243344.1
22932	POMZP3	NM_012230.3,NM_152992.2	NP_036362.3,NP_694537.1
22933	SIRT2	NR_034146.1,NM_030593.2,NM_001193286.1,NM_012237.3	NP_001180215.1,NP_085096.1,NP_036369.2
22934	RPIA	NM_144563.2	NP_653164.2
154007	SNRNP48	NM_152551.3	NP_689764.3
22936	ELL2	NM_012081.5	NP_036213.2
22937	SCAP	NM_012235.2	NP_036367.2
22938	SNW1	NM_012245.2	NP_036377.1
101060335	LOC101060335	XM_003960490.1	XP_003960539.1
285084	LOC285084	NR_038897.1	
22941	SHANK2	NM_012309.3,NM_133266.3	NP_573573.2,NP_036441.2
22943	DKK1	NM_012242.2	NP_036374.1
22944	KIN	NM_012311.3,NR_045609.1	NP_036443.1
22947	DUX4	XM_003960844.1,NM_033178.2	NP_149418.3,XP_003960893.1
22948	CCT5	NM_012073.3	NP_036205.1
285093	CXXC11	NM_173821.2	NP_776182.2
22950	SLC4A1AP	NM_018158.2	NP_060628.2
285095	LOC285095	XR_171033.1,XM_001722643.2,XM_003960315.1	XP_001722695.1,XP_003960364.1
22952	CYP2G1P	NR_040249.1	
22953	P2RX2	NM_012226.3,NM_174873.1,NM_174872.1,NM_170683.2,NM_170682.2,NM_016318.2	NP_777362.1,NP_733782.1,NP_733783.1,NP_057402.1,NP_036358.2,NP_777361.1
22954	TRIM32	NM_012210.3,NM_001099679.1	NP_036342.2,NP_001093149.1
22955	SCMH1	NM_012236.3,NM_001172221.1,NM_001172220.1,NM_001031694.2,NM_001172218.1,NM_001172219.1,NM_001172222.1	NP_036368.1,NP_001026864.1,NP_001165693.1,NP_001165692.1,NP_001165689.1,NP_001165691.1,NP_001165690.1
285103	CCDC74B-AS1	NR_033903.1	
101060339	LOC101060339	XR_171156.1	
100293044	LOC100293044	XR_158932.2,XR_133178.2,XR_172283.1	
154043	CNKSR3	NM_173515.2	NP_775786.2
285116	AHCTF1P1	NR_077058.1	
22973	LAMB2P1	NR_004405.1	
22974	TPX2	NM_012112.4	NP_036244.2
22976	PAXIP1	NM_007349.3	NP_031375.3
22977	AKR7A3	NM_012067.2	NP_036199.2
22978	NT5C2	NM_001134373.2,NM_012229.4	NP_036361.1,NP_001127845.1
22979	EFR3B	NM_014971.1	NP_055786.1
22980	TCF25	NM_014972.2	NP_055787.1
22981	NINL	NM_025176.4	NP_079452.3
22982	DIP2C	NM_014974.2	NP_055789.1
22983	MAST1	NM_014975.2	NP_055790.1
22984	PDCD11	NM_014976.1	NP_055791.1
22985	ACIN1	NM_001164815.1,NM_014977.3,NM_001164817.1,NM_001164814.1,NM_001164816.1	NP_001158286.1,NP_001158289.1,NP_055792.1,NP_001158287.1,NP_001158288.1
22986	SORCS3	NM_014978.1	NP_055793.1
22987	SV2C	NM_014979.1	NP_055794.1
22989	MYH15	NM_014981.1	NP_055796.1
22990	PCNX	NM_014982.2	NP_055797.2
22992	KDM2A	NM_012308.2,NM_001256405.1,NR_027473.1	NP_036440.1,NP_001243334.1
22993	HMGXB3	NM_014983.2	NP_055798.2
22994	AZI1	NM_001009811.2,NM_014984.2	NP_001009811.2,NP_055799.2
22995	CEP152	NM_001194998.1,NM_014985.3	NP_001181927.1,NP_055800.2
22996	TTC39A	NM_001080494.2,NM_001144832.1	NP_001138304.1,NP_001073963.1
285141	ERICH2	XM_209489.7,XM_001714892.3,XM_003960300.1	XP_003960349.1,XP_209489.4,XP_001714944.3
22998	LIMCH1	NM_001112717.1,NM_001112718.1,NM_001112720.1,NM_014988.2,NM_001112719.1	NP_001106191.1,NP_001106189.1,NP_055803.2,NP_001106190.1,NP_001106188.1
22999	RIMS1	NM_001168407.1,NM_001168411.1,NM_001168410.1,NM_001168408.1,NM_001168409.1,NM_014989.5	NP_001161880.1,NP_001161881.1,NP_001161879.1,NP_001161882.1,NP_055804.2,NP_001161883.1
23001	WDFY3	NM_014991.4	NP_055806.2
23002	DAAM1	NM_014992.2,NM_001270520.1	NP_055807.1,NP_001257449.1
154075	SAMD3	NM_001258275.1,NM_001017373.3,NM_001277185.1	NP_001245204.1,NP_001017373.2,NP_001264114.1
285148	IAH1	NM_001039613.1	NP_001034702.1
23005	MAPKBP1	NR_049761.1,NM_001265611.1,NM_014994.2,NM_001128608.1,NR_049762.1	NP_055809.2,NP_001122080.1,NP_001252540.1
285150	FLJ33534	NR_040080.1	
23007	PLCH1	NM_014996.2,NM_001130960.1,NM_001130961.1	NP_001124433.1,NP_001124432.1,NP_055811.1
23008	KLHDC10	NM_014997.3	NP_055812.1
285154	CYP1B1-AS1	NR_027252.1	
