journalCount	pubName	pubSynonyms	titles	webservers	journalEIssns	journalIssns	uid	countries	languages
44	NLM WB Saunders	Wb Saunders|Saunders|W B Saunders|Saunders]|W.B. Saunders Co|W.B. Saunders	Adolescent medicine clinics.|Advances in neonatal care : official journal of the National Association of Neonatal Nurses.|Clinics in occupational and environmental medicine.|Seminars in clinical neuropsychiatry.|Seminars in interventional cardiology : SIIC.|Liver transplantation and surgery : official publication of the American Association for the Study of Liver Diseases and the International Liver Transplantation Society.|Respiratory care clinics of North America.|Seminars in urologic oncology.|Advances in renal replacement therapy.|Seminars for nurse managers.|Seminars in perioperative nursing.|Chest surgery clinics of North America.|CRNA : the clinical forum for nurse anesthetists.|Nurse practitioner forum.|Seminars in arthroplasty.|Seminars in gastrointestinal disease.|Clinical oncology : a journal of the Royal College of Radiologists.|The New biologist.|Journal of digital imaging : the official journal of the Society for Computer Applications in Radiology.|Ophthalmology clinics of North America.|American journal of cardiac imaging.|Endocrinology and metabolism clinics of North America.|Seminars in respiratory infections.|Seminars in veterinary medicine and surgery (small animal).|Clinics in podiatry.|Seminars in diagnostic pathology.|Seminars in urology.|Seminars in dermatology.|Placenta. Supplement.|The Veterinary clinics of North America. Large animal practice.|Clinics in rheumatic diseases.|Clinics in obstetrics and gynaecology.|Clinics in gastroenterology.|Clinics in haematology.|Major problems in internal medicine.|Rational drug therapy.|The Veterinary clinics of North America.|Major problems in obstetrics and gynecology.|Major problems in pathology.|Pharmacology for physicians.|Major problems in clinical pediatrics.|Major problems in clinical surgery.|Progress in liver diseases.|Collected papers of the Mayo Clinic and the Mayo Foundation.	adolescent.theclinics.com|journals.elsevierhealth.com|link.springer.com|gateway.ovid.com|us.elsevierhealth.com	|1536-0911||1532-8678|||||||||||||1433-2981||1618-727X|||1558-4410||||||||||||||||||||||	1547-3368|1536-0903|1526-0046|1084-3612|1084-2764|1074-3022|1078-5337|1081-0943|1073-4449|1066-3851|1056-8670|1052-3359|1048-2687|1045-5485|1045-4527|1049-5118|0936-6555|1043-4674|0897-1889|0896-1549|0887-7971|0889-8529|0882-0546|0882-0511|0742-0668|0740-2570|0730-9147|0278-145X|0265-7023|0196-9846|0307-742X|0306-3356|0300-5089|0308-2261|0090-6956|0031-7020|0091-0279|0076-2873|0076-2881|0097-0115|0076-2865|0025-1062|1060-913X|0095-9677	101196463|101125644|100893239|9604647|9606070|9502504|9612026|9514993|9433799|9431621|9206988|9208495|9109511|9100939|9100390|9100391|9002902|9000976|9100529|8905383|8706659|8800104|8700961|8610760|8501789|8502262|8306110|8211646|8306308|7810187|7604943|7509601|0365261|0331547|1262076|1247445|1247712|0261660|0261661|1247035|0243601|1271453|0376447|20430380R	United States|England	eng
1	NLM American Academy of Political and Social Science	American Academy of Political and Social Science	The Annals of the American Academy of Political and Social Science.	ann.sagepub.com		0002-7162	7505202	United States	eng
5	NLM American Heart Association	American Heart Assn|American Heart Association	Heart disease and stroke : a journal for primary care physicians.|Arteriosclerosis : an official journal of the American Heart Association, Inc.|Hypertension.|Cardio-vascular nursing.|Modern concepts of cardiovascular disease.	hyper.ahajournals.org	||1524-4563||	1058-2819|0276-5047|0194-911X|0008-6355|0026-7600	9210156|8401388|7906255|0004704|0400745	United States	eng
1	NLM Southern Post	Southern Post	The International journal of forensic dentistry.			0306-9419	7507151	England	eng
1	NLM Auburn University Alabama Academy of Science	Auburn University, Alabama Academy Of Science	The Journal of the Alabama Academy of Science.	alabamaacademyofscience.org		0002-4112	7503052	United States	eng
1	NLM Stratton Intercontinental Medical Book Corporation	Stratton Intercontinental Medical Book Corporation	Advances in pathobiology.			0099-1147	7511090	United States	eng
1	NLM Gan To Kagaku Ryohosha	Gan To Kagaku Ryohosha	Gan to kagaku ryoho. Cancer & chemotherapy.	www3.ocn.ne.jp		0385-0684	7810034	Japan	jpn
1	NLM Health [for] Society of Critical Care Nurses of Canada	Health Media Inc. [for] Society of Critical Care Nurses of Canada	Canadian critical care nursing journal.			0826-6778	8607463	Canada	eng
1	NLM Rehabilitation Council for Torture Victims (IRCT	International Rehabilitation Council for Torture Victims (IRCT)	Torture : quarterly journal on rehabilitation of torture victims and prevention of torture.	irct.org	1997-3322	1018-8185	9309086	Denmark	eng
1	NLM Frank Cass	Frank Cass Ltd	Medicine and war.			0748-8009	8508146	England	eng
5	NLM Urban and Schwarzenberg	Urban & Schwarzenberg	Medizinische Klinik.|Medizinische Klinik.|Bruns' Beiträge für klinische Chirurgie.|Medizinische Klinik.|Bruns' Beiträge zur klinischen Chirurgie.		||||	0722-9321|0722-933X|0007-2680|0025-8458|0007-2680	8302967|8302966|7611943|0376637|7611944	Germany	ger
1	NLM Published by Doctor's Dental Service for the American Academy for Functional Prosthodontics	Published by Doctor's Dental Service for the American Academy for Functional Prosthodontics	Basal facts.			0147-9679	7705821	United States	eng
1	NLM Geyer McAllister	Geyer-McAllister Publications	Administrative management.			0001-8376	9875709	United States	eng
1	NLM School of Nursing Baylor University	School of Nursing, Baylor University]	Baylor nursing educator.			0270-7799	8005335	United States	eng
1	NLM School of Law Duke University	School of Law, Duke University	Law and contemporary problems.			0023-9186	9875488	United States	eng
14	NLM Philadelphia	Philadelphia	Nursing science.|[Report no.] NAEC-ACEL-.|The Progressive nurse.|Journal of the Germantown Hospital.|Seminar report.|The Journal of the Albert Einstein Medical Center, Philadelphia.|Bulletin of the Philadelphia Association for Psychoanalysis.|Progress pediatric study.|The Pennsylvania Hospital bulletin.|Clinics.|Veterinary extension quarterly.|Bulletin.|Hahnemann Hospital tidings.|The Hahnemannian.		|||||||||||||	|||0433-6445||0002-4708|0480-2780|||0097-3521|0097-6989|0099-7463||0017-6621	2984807R|22420180R|0023627|0412711|18650060R|7503053|0427302|14740130R|19530670R|16240140R|21520010R|19620140R|52711560R|0011622	United States	eng
1	NLM Centre For Agricultural And Documentation	Centre For Agricultural Publishing And Documentation	Animal blood groups and biochemical genetics. Supplement.			0300-5518	0356270	Netherlands	eng
2	NLM New York State Nurses Association	New York State Nurses Association	The Journal of the New York State Nurses' Association.|New York state nurse.		|	0028-7644|	7507218|0247735	United States	eng
1	NLM Royal New Zealand College of General Practitioners	Royal New Zealand College of General Practitioners	Journal of primary health care.	rnzcgp.org.nz	1172-6156	1172-6164	101524060	New Zealand	eng
1	NLM Mississippi Dental Association	Mississippi Dental Association	Journal - Mississippi Dental Association.			0047-7532	7513940	United States	eng
1	NLM Canadian Periodical for Community Studies	Canadian Periodical for Community Studies, Inc	Canadian journal of community mental health = Revue canadienne de santé mentale communautaire.	cjcmh.metapress.com		0713-3936	8406631	Canada	eng
1	NLM Institut Vojnomedicinski Dokumentaciju	Institut Vojnomedicinski Dokumentaciju	Vojnosanitetski pregled. Military-medical and pharmaceutical review.			0042-8450	21530700R	Serbia	srp
1	NLM Stanford Calif	Stanford, Calif	Microentomology.			0893-3227	18710480R	United States	eng
4	NLM University of Toronto	University of Toronto Press|University Of Toronto Press	Journal of veterinary medical education.|Physiotherapy Canada. Physiothérapie Canada.|Proceedings.|Canadian journal of psychology.	jvmeonline.org|utpjournals.com	|1708-8313||	0748-321X|0300-0508|0068-8436|0008-4255	7610519|0346574|23710060R|0372713	Canada	eng
1	NLM Canadian Association of Medical Students and Internes	Canadian Assn. of Medical Students and Internes	CAMSI journal. Journal ACEMI.				1260451	Canada	eng
1	NLM King County Medical Society (Wash	King County Medical Society (Wash)	Bulletin - King County Medical Society.			0023-1592	7505312	United States	eng
1	NLM Société royale belge de médecine dentaire	Société royale belge de médecine dentaire	Revue belge de médecine dentaire. Belgisch tijdschrift voor tandheelkunde.			0775-3195	2984374R	Belgium	fre
1	NLM Zhongguo yi xue ke xue yuan Ji sheng chong bing yan jiu suo	Zhongguo yi xue ke xue yuan Ji sheng chong bing yan jiu suo	Ji sheng chong xue yu ji sheng chong bing za zhi = Journal of parasitology & parasitic diseases.			1000-1808	8404889	China	chi
1	NLM Presses Universitaires De France	Presses Universitaires De France	La Psychiatrie de l'enfant.			0079-726X	0376466	France	fre
1	NLM Servizi Editoriali	Servizi Editoriali	Rivista di ostetricia e ginecologia.			0394-977X	0404354	Italy	ita
1	NLM Kiplinger Washington Agency	Kiplinger Washington Agency, Inc	Changing times.			0009-143X	9877765	United States	eng
1	NLM Delaware Nurses' Association	Delaware Nurses' Association	The Reporter.			0418-5412	7507435	United States	eng
1	NLM Society for Ambulatory Care Professionals of the American Hospital Association	Society for Ambulatory Care Professionals of the American Hospital Association	Ambulatory outreach.			1094-6829	9711806	United States	eng
1	NLM Catholic Medical Center	Catholic Medical Center	Journal of hospital dental practice.			0022-1600	1265125	United States	eng
1	NLM Washington Business on Health Institute on Health Care Costs and Solutions	Washington Business Group on Health, Institute on Health Care Costs and Solutions	Issue brief.				101178232	United States	eng
1	NLM Sinai Hospital	Sinai Hospital	Sinai Hospital journal.			0583-337X	0061432	United States	eng
1	NLM J T Baker Chemical	J. T. Baker Chemical Co	Chemist-Analyst.			0095-8484	16130050R	United States	eng
1	NLM Order of Dentists of Quebec	Order of Dentists of Quebec	Le Journal dentaire du Québec.			0021-7999	0063015	Canada	fre
1	NLM Nihon Noshuyo Byori Kenkyukai	Nihon Noshuyo Byori Kenkyukai	Nōshuyō byōri = Brain tumor pathology.			0914-8108	9315330	Japan	jpn
1	NLM National Analgesia Society	National Analgesia Society	Journal.				0330010	United States	eng
1	NLM Tehran University of Medical Sciences	Tehran University of Medical Sciences	Iranian journal of allergy, asthma, and immunology.	ijaai.hbi.ir	1735-5249	1735-1502	101146178	Iran	eng
1	NLM British Association of Physical Medicine	British Association Of Physical Medicine	Annals of physical medicine.			0365-5547	0256644	England	eng
1	NLM Johnson etc	Johnson Pub. Co., etc.]	Ebony.			0012-9011	9877770	United States	eng
3	NLM Johannesburg	Johannesburg	Journal of the South African Logopedic Society.|National health; a monthly journal devoted to the interests of public health and hygiene, sanitation and sewage purification, town planning, housing, parks and gardens.|Proceedings.		||	0081-2471||	7503121|18920740R|21310040R	South Africa	eng
1	NLM Hearst Corp	Hearst Corp	American druggist.			0190-5287	7809986	United States	eng
1	NLM Facultas Universitatis [ie Facultas Medica Universitatis] Studiorum Zagrabiensis in cooperation with WHO Collaborating Centre for Research and Training in Mental Health  KBC Zagreb on behalf of the Danube Symposion of Psychiatry	Facultas Universitatis [i.e. Facultas Medica Universitatis] Studiorum Zagrabiensis in cooperation with WHO Collaborating Centre for Research and Training in Mental Health--KBC Zagreb, on behalf of the Danube Symposion of Psychiatry	Psychiatria Danubina.			0353-5053	9424753	Croatia	eng
1	NLM Henry M Stratton	Henry M Stratton	Seminars in drug treatment.			0091-6714	0437157	United States	eng
1	NLM Association of Schools of Allied Health Professions	Association of Schools of Allied Health Professions	Journal of allied health.	asahp.org	1945-404X	0090-7421	0361603	United States	eng
1	NLM Recorder	Recorder Press	Midwife, health visitor & community nurse.			0306-9699	7504096	England	eng
1	NLM National Association of Power Engineers	National Association of Power Engineers]	The National engineer.			0027-9218	9877852	United States	eng
1	NLM Akademische Verlagsgesellschaft Geest And Portig Kg	Akademische Verlagsgesellschaft Geest And Portig Kg	Gegenbaurs morphologisches Jahrbuch.			0016-5840	0370733	Germany	ger
1	NLM National Affairs inc	National Affairs, inc.]	The Public interest.			0033-3557	9877790	United States	eng
1	NLM Biologicheskie Nauki	Biologicheskie Nauki	Nauchnye doklady vyssheĭ shkoly. Biologicheskie nauki.			0470-4606	0020417	Russia (Federation)	rus
18	NLM World Health Organization	Instituto de Salud en el Trópico, Facultad de Medicina, Universidad Nacional de Colombia|World Health Organization|Fundacao Oswaldo Cruz, Escola Nacional De Saude Publica|Pan American Health Organization	Revista panamericana de salud pública = Pan American journal of public health.|Epidemiological bulletin.|Bulletin of the Pan American Health Organization.|World health forum.|World health statistics quarterly. Rapport trimestriel de statistiques sanitaires mondiales.|WHO regional publications. European series.|WHO offset publication.|World health statistics report. Rapport de statistiques sanitaires mondiales.|Public health papers.|WHO chronicle.|Monograph series.|World Health Organization technical report series.|International digest of health legislation.|Bulletin of the World Health Organization.|Chronicle of the World Health Organization.|Epidemiological and vital statistics report. Rapport épidémiologique et démographique.|Cadernos de saúde pública|Revista de salud pública.	scielosp.org	1680-5348|||||||||||||1564-0604|||1678-4464|	1020-4989|0256-1859|0085-4638|0251-2432|0379-8070|0378-2255|0303-7878|0043-8510|0555-6015|0042-9694|0512-3038|0512-3054|0020-6563|0042-9686|1010-3090||0102-311X|0124-0064	9705400|8011598|7505403|8010746|7900237|7612236|0434640|0161006|0376513|0414010|0413612|7903212|2985068R|7507052|23470140R|0161143|8901573|100936348	United States|Switzerland|Colombia|Brazil|Denmark	spa|por|eng
1	NLM IWA	IWA Pub	Journal of water and health.			1477-8920	101185420	England	eng
1	NLM Pennsylvania Dental Association	Pennsylvania Dental Association	Pennsylvania dental journal.			0031-4439	0404456	United States	eng
1	NLM Associazione Italiana Allergologi Immunologi Territoriali e Espedalieri	Associazione Italiana Allergologi Immunologi Territoriali e Espedalieri	European annals of allergy and clinical immunology.			1764-1489	101466614	Italy	eng
1	NLM Second District Dental Society of the State of New York	Second District Dental Society of the State of New York	Bulletin - Second District Dental Society.			0037-055X	7503372	United States	eng
1	NLM IRE Professional on Medical Electronics	IRE Professional Group on Medical Electronics	IRE transactions on medical electronics.				17510210R	United States	eng
1	NLM Georgia Dental Association	Georgia Dental Association	Journal of the Georgia Dental Association.			0016-819X	7505605	United States	eng
