PharmGKB Accession Id	Name	Alternate Names	Cross-references	External Vocabulary
PA444289	Glomerulosclerosis, Focal Segmental	"FGS - Focal glomerulosclerosis","FSGS - Focal segmental glomerulosclerosis","Focal Glomeruloscleroses","Focal Glomerulosclerosis","Focal Sclerosing Glomerulonephritides","Focal Sclerosing Glomerulonephritis","Focal glomerular sclerosis","Focal glomerulosclerosis","Focal segmental glomerulosclerosis","Glomerulonephritides, Focal Sclerosing","Glomerulonephritis, Focal Sclerosing","Glomeruloscleroses, Focal","Glomerulosclerosis, Focal","Hyalinoses, Segmental","Hyalinosis, Segmental","Sclerosing Glomerulonephritides, Focal","Sclerosing Glomerulonephritis, Focal","Segmental Hyalinoses","Segmental Hyalinosis",		MeSH:D005923(Glomerulosclerosis, Focal Segmental),MedDRA:10016832(Focal & segmental glomerulosclerosis),NDFRT:N0000001353(Glomerulosclerosis, Focal Segmental [Disease/Finding]),SnoMedCT:236403004(Focal segmental glomerulosclerosis),SnoMedCT:25821008(Focal glomerular sclerosis),UMLS:C0017668(C0017668)
PA444294	Glucagonoma	"Adenoma, alpha Cell","Adenoma, alpha-Cell","Adenomas, alpha-Cell","Alpha cell adenoma","Alpha cell tumor","Alpha cell tumour","Glucagonoma syndrome","Glucagonoma syndrome, NOS","Glucagonomas","Tumor, alpha-Cell","Tumors, alpha-Cell","alpha Cell Tumor","alpha-Cell Adenoma","alpha-Cell Adenomas","alpha-Cell Tumor","alpha-Cell Tumors",		MeSH:D005935(Glucagonoma),MedDRA:10018404(Glucagonoma),NDFRT:N0000001358(Glucagonoma [Disease/Finding]),SnoMedCT:128855009(Glucagonoma),SnoMedCT:16424000(Glucagonoma syndrome),SnoMedCT:302823005(Glucagonoma),UMLS:C0017689(C0017689)
PA444295	Glycogen Storage Disease Type I	"Deficiencies, Glucose-6-Phosphatase","Deficiencies, Glucosephosphatase","Deficiency of glucose-6-phosphatase","Deficiency, Glucose-6-Phosphatase","Deficiency, Glucosephosphatase","Disease, Gierke","Disease, Gierke's","Disease, Von Gierke","Disease, Von Gierke's","GSD I","Gierke Disease","Gierke's Disease","Gierkes Disease","Glucose 6 Phosphatase Deficiency","Glucose-6-Phosphatase Deficiencies","Glucose-6-Phosphatase Deficiency","Glucosephosphatase Deficiencies","Glucosephosphatase Deficiency","Glycogenosis 1","Hepatorenal Glycogen Storage Disease","Hepatorenal glycogen storage disease","Von Gierke Disease","Von Gierke's Disease","Von Gierkes Disease","von Gierke disease","von Gierke's disease",		MeSH:D005953(Glycogen Storage Disease Type I),MedDRA:10017567(G-6 PD deficiency),NDFRT:N0000001359(Glycogen Storage Disease Type I [Disease/Finding]),SnoMedCT:124134002(Deficiency of glucose-6-phosphate dehydrogenase),SnoMedCT:124437004(Deficiency of glucose-6-phosphatase),SnoMedCT:7265005(Glycogen storage disease, type I),UMLS:C0017920(C0017920)
PA444297	Glycogen Storage Disease	"Disease, Glycogen Storage","Diseases, Glycogen Storage","GSD - Glycogen storage disease","Glycogen Storage Diseases","Glycogen storage disease","Glycogen storage disease, NOS","Glycogenoses","Glycogenosis","Glycogenosis, NOS","Storage Disease, Glycogen","Storage Diseases, Glycogen",		MeSH:D006008(Glycogen Storage Disease),MedDRA:10061990(Glycogen storage disorder),NDFRT:N0000001361(Glycogen Storage Disease [Disease/Finding]),SnoMedCT:190744005(Glycogenosis NOS),SnoMedCT:29633007(Glycogen storage disease),UMLS:C0017919(C0017919)
PA444301	Glycogen Storage Disease Type V	"5, Glycogenosis","5s, Glycogenosis","Deficiencies, Muscle Phosphorylase","Deficiency, Muscle Phosphorylase","Disease, McArdle","Disease, McArdle's","Glycogen storage disease type V","Glycogenosis 5","Glycogenosis 5s","McArdle Disease","McArdle disease","McArdle's Disease","McArdles Disease","Muscle Phosphorylase Deficiencies","Muscle Phosphorylase Deficiency","Myophosphorylase deficiency glycogenosis","Phosphorylase Deficiencies, Muscle","Phosphorylase Deficiency, Muscle",		MeSH:D006012(Glycogen Storage Disease Type V),MedDRA:10018462(Glycogen storage disease type V),NDFRT:N0000001365(Glycogen Storage Disease Type V [Disease/Finding]),SnoMedCT:55912009(Glycogen storage disease, type V),UMLS:C0017924(C0017924)
PA444302	Glycogen Storage Disease Type VI	"Disease, Hers","Disease, Hers'","GSD VI","Glycogen storage disease, type VI","Glycogenosis 6","Glycogenosis Type VI","Glycogenosis VI","Hepatic glycogen phosphorylase deficiency","Hepatic phosphorylase deficiency","Her Disease","Hers Disease","Hers disease","Hers' Disease","Type VI, Glycogenosis","Type VIs, Glycogenosis",		MeSH:D006013(Glycogen Storage Disease Type VI),MedDRA:10053240(Glycogen storage disease type VI),NDFRT:N0000001366(Glycogen Storage Disease Type VI [Disease/Finding]),SnoMedCT:237971004(Hepatic glycogen phosphorylase deficiency),SnoMedCT:29291001(Glycogen storage disease, type VI),UMLS:C0017925(C0017925)
PA444305	Glycosuria	"Glucosuria",		MeSH:D006029(Glycosuria),MedDRA:10018478(Glucose urine present),NDFRT:N0000001369(Glycosuria [Disease/Finding]),SnoMedCT:207320006([D]Glycosuria),SnoMedCT:45154002(Glycosuria),UMLS:C0017979(C0017979)
PA444307	Goiter	"Form of goiter","Goiter NOS","Goiter, NOS","Goiters","Goitre","Goitre NOS","Goitre, NOS","Struma - goitre","Struma of thyroid","Swelling of thyroid gland","Thyroid enlargement","Thyromegaly",		MeSH:D006042(Goiter),MedDRA:10014841(Enlarged thyroid),NDFRT:N0000001371(Goiter [Disease/Finding]),SnoMedCT:246183006(Form of goiter),SnoMedCT:267370001(Goiter NOS),SnoMedCT:3716002(Goiter),UMLS:C0018021(C0018021)
PA444311	Goldenhar Syndrome	"First arch syndrome","First arch syndrome, NOS","Oculoauricular vertebral dysplasia","Oculoauriculovertebral Syndrome","Otomandibular dysostosis","Otomandibular syndrome","Syndrome, Goldenhar","Syndrome, Oculoauriculovertebral",		MeSH:D006053(Goldenhar Syndrome),MedDRA:10050349(Goldenhar's syndrome),NDFRT:N0000001375(Goldenhar Syndrome [Disease/Finding]),SnoMedCT:109393007(Otomandibular dysostosis),SnoMedCT:15557005(First arch syndrome),SnoMedCT:205418005(Goldenhar syndrome),SnoMedCT:367462009(Facio-auriculo-vertebral spectrum),UMLS:C0265240(C0265240)
PA444313	Gonadal Dysgenesis	"Dysgenesis, Gonadal","Gonadal Agenesis","Gonadal dysgenesis NOS",		MeSH:D006059(Gonadal Dysgenesis),MedDRA:10018504(Gonadal dysgenesis),NDFRT:N0000001377(Gonadal Dysgenesis [Disease/Finding]),SnoMedCT:205681004(Gonadal dysgenesis),SnoMedCT:205695001(Gonadal dysgenesis NOS),UMLS:C0018051(C0018051)
PA444317	Anti-Glomerular Basement Membrane Disease	"Anti GBM - Antiglomerular basement membrane disease","Antiglomerular basement membrane disease","Goodpasture Syndrome","Goodpasture's Syndrome","Goodpasture's disease","Goodpastures Syndrome","Haemorrhagic pneumonia AND glomerulonephritis","Hemorrhagic pneumonia AND glomerulonephritis","Lung Purpura with Nephritis","Syndrome, Goodpasture","Syndrome, Goodpasture's",		MeSH:D019867(Anti-Glomerular Basement Membrane Disease),MedDRA:10018620(Goodpasture's syndrome),NDFRT:N0000003962(Anti-Glomerular Basement Membrane Disease [Disease/Finding]),SnoMedCT:236506009(Goodpasture's disease),SnoMedCT:50581000(Goodpasture's syndrome),UMLS:C0403529(C0403529)
PA444318	Gout	"Gouts",		MeSH:D006073(Gout),MedDRA:10018627(Gout),NDFRT:N0000001382(Gout [Disease/Finding]),SnoMedCT:190844004(Gout NOS),SnoMedCT:90560007(Gout),UMLS:C0018099(C0018099)
PA444320	Graft vs Host Disease	"Disease, Graft-Versus-Host","Disease, Graft-vs-Host","Disease, Homologous Wasting","Disease, Runt","Diseases, Graft-Versus-Host","Diseases, Graft-vs-Host","GVHD - Graft-versus-host disease","Graft Versus Host Disease","Graft versus host disease","Graft-Versus-Host Disease","Graft-Versus-Host Diseases","Graft-versus-host disease","Graft-vs-Host Disease","Graft-vs-Host Diseases","Homologous Wasting Disease","Runt Disease",		MeSH:D006086(Graft vs Host Disease),MedDRA:10018651(Graft versus host disease),NDFRT:N0000001384(Graft vs Host Disease [Disease/Finding]),SnoMedCT:234646005(Graft versus host disease),UMLS:C0018133(C0018133)
PA444321	Granuloma	"Granulomas",		MeSH:D006099(Granuloma),MedDRA:10018691(Granuloma),NDFRT:N0000001385(Granuloma [Disease/Finding]),SnoMedCT:45647009(Granuloma),UMLS:C0018188(C0018188)
PA444327	Granulomatous Disease, Chronic	"CGD - Chronic granulomatous disease","Chronic Granulomatous Disease","Chronic Granulomatous Diseases","Chronic granulomatous disease","Congenital dysphagocytosis","Disease, Chronic Granulomatous","Diseases, Chronic Granulomatous","Granulomatous Diseases, Chronic",		MeSH:D006105(Granulomatous Disease, Chronic),MedDRA:10008382(CGD),NDFRT:N0000001391(Granulomatous Disease, Chronic [Disease/Finding]),SnoMedCT:191352003(Congenital dysphagocytosis),SnoMedCT:387759001(Chronic granulomatous disease),UMLS:C0018203(C0018203)
PA444328	Granulosa Cell Tumor	"Granulosa Cell Tumors","Granulosa cell tumor, NOS","Granulosa cell tumor, adult type","Granulosa cell tumour","Granulosa cell tumour, adult type","Tumor, Granulosa Cell","Tumors, Granulosa Cell",		MeSH:D006106(Granulosa Cell Tumor),NDFRT:N0000001392(Granulosa Cell Tumor [Disease/Finding]),SnoMedCT:46585005(Granulosa cell tumour),UMLS:C0018206(C0018206)
PA444329	Graves Disease	"Basedow Disease","Basedow's Disease","Basedow's disease","Basedows Disease","Disease, Basedow","Disease, Basedow's","Disease, Graves'","Dysthroid orbitopathy","Dysthyroid eye disease","Dysthyroid orbitopathy","Endocrine exophthalmos","Endocrine ophthalmopathy","Exophthalmic Goiter","Exophthalmic Goiters","Exophthalmic goiter","Goiter, Exophthalmic","Goiters, Exophthalmic","Grave Disease","Grave's Disease","Graves Disease","Graves Ophthalmopathy","Graves eye disease","Graves ophthalmopathy","Graves' Disease","Graves' disease","Graves' eye disease","Graves' ophthalmopathy","Infiltrative Ophthalmopathies","Infiltrative Ophthalmopathy","Ophthalmic Graves disease","Ophthalmopathies, Infiltrative","Ophthalmopathies, Thyroid Associated","Ophthalmopathies, Thyroid-Associated","Ophthalmopathy, Infiltrative","Ophthalmopathy, Thyroid Associated","Ophthalmopathy, Thyroid-Associated","Thyroid Associated Ophthalmopathies","Thyroid Associated Ophthalmopathy","Thyroid eye disease","Thyroid ophthalmopathy","Thyroid-Associated Ophthalmopathies","Thyroid-Associated Ophthalmopathy","Thyroid-associated ophthalmopathy","Toxic diffuse goitre with exophthalmos",		MeSH:D006111(Graves Disease),MeSH:D049970(Graves Ophthalmopathy),MedDRA:10068004(Autoimmune hyperthyroidism),NDFRT:N0000171693(Graves Disease [Disease/Finding]),SnoMedCT:276177000(Thyroid eye disease),SnoMedCT:353295004(Graves' disease),SnoMedCT:367367004(Basedow's disease),SnoMedCT:55807009(Toxic diffuse goitre with exophthalmos),UMLS:C0018213(C0018213),UMLS:C0339143(C0339143)
PA444330	Growth Disorders	"Disorder, Growth","Growth Disorder",		MeSH:D006130(Growth Disorders),NDFRT:N0000001394(Growth Disorders [Disease/Finding]),UMLS:C0018273(Growth Disorders [Disease/Finding])
PA444332	Gynecomastia	"Gynaecomastia","Gynaecomazia","Gynecomazia","Hypertrophy of male breast",		MeSH:D006177(Gynecomastia),MedDRA:10006244(Breast enlargement male),NDFRT:N0000001396(Gynecomastia [Disease/Finding]),SnoMedCT:4754008(Gynecomastia),UMLS:C0018418(C0018418)
PA444338	Pantothenate Kinase-Associated Neurodegeneration	"Atrophies, Pigmentary Pallidal","Atrophy, Pigmentary Pallidal","Degeneration, Pigmentary Pallidal","Degenerations, Pigmentary Pallidal","Hallervorden Spatz Disease","Hallervorden Spatz Syndrome","Hallervorden-Spatz Disease","Hallervorden-Spatz Syndrome","Hallervorden-Spatz disease","Pallidal Atrophies, Pigmentary","Pallidal Atrophy, Pigmentary","Pallidal Degenerations, Pigmentary","Pigmentary Pallidal Atrophies","Pigmentary Pallidal Atrophy","Pigmentary Pallidal Degeneration","Pigmentary Pallidal Degenerations","Pigmentary pallidal atrophy","Pigmentary pallidal degeneration",		MeSH:D006211(Pantothenate Kinase-Associated Neurodegeneration),NDFRT:N0000001402(Pantothenate Kinase-Associated Neurodegeneration [Disease/Finding]),SnoMedCT:2992000(Pigmentary pallidal degeneration),UMLS:C0018523(C0018523)
PA444339	Hallucinations	"Auditory Hallucination","Auditory Hallucination, Verbal","Auditory Hallucinations","Auditory Hallucinations, Verbal","Body Sensation Hallucination","Body Sensation Hallucinations","Dissociative Hallucination","Dissociative Hallucinations","Elementary Hallucination","Elementary Hallucinations","Gustatory Hallucination","Gustatory Hallucinations","Hallucination","Hallucination of Body Sensation","Hallucination, Auditory","Hallucination, Dissociative","Hallucination, Elementary","Hallucination, Gustatory","Hallucination, Hypnagogic","Hallucination, Hypnapompic","Hallucination, Kinesthetic","Hallucination, Mood Congruent","Hallucination, Mood Incongruent","Hallucination, Olfactory","Hallucination, Organic","Hallucination, Reflex","Hallucination, Sensory","Hallucination, Somatic","Hallucination, Tactile","Hallucination, Verbal Auditory","Hallucination, Visual","Hallucinations, Auditory","Hallucinations, Dissociative","Hallucinations, Elementary","Hallucinations, Formed, of People","Hallucinations, Gustatory","Hallucinations, Hypnagogic","Hallucinations, Hypnapompic","Hallucinations, Internal Body Sensation","Hallucinations, Kinesthetic","Hallucinations, Mood Congruent","Hallucinations, Mood Incongruent","Hallucinations, Olfactory","Hallucinations, Organic","Hallucinations, Reflex","Hallucinations, Sensory","Hallucinations, Somatic","Hallucinations, Tactile","Hallucinations, Verbal Auditory","Hallucinations, Visual","Hallucinations, Visual, Formed","Hallucinations, Visual, Unformed","Hypnagogic Hallucination","Hypnagogic Hallucinations","Hypnapompic Hallucination","Hypnapompic Hallucinations","Kinesthetic Hallucination","Kinesthetic Hallucinations","Mood Congruent Hallucination","Mood Congruent Hallucinations","Mood Incongruent Hallucination","Mood Incongruent Hallucinations","Olfactory Hallucination","Olfactory Hallucinations","Organic Hallucination","Organic Hallucinations","Reflex Hallucination","Reflex Hallucinations","Sensory Hallucination","Sensory Hallucinations","Somatic Hallucination","Somatic Hallucinations","Tactile Hallucination","Tactile Hallucinations","Verbal Auditory Hallucination","Verbal Auditory Hallucinations","Visual Hallucination","Visual Hallucinations","[D]Hallucinations",		MeSH:D006212(Hallucinations),MedDRA:10019062(Hallucinating),NDFRT:N0000001403(Hallucinations [Disease/Finding]),SnoMedCT:206718003([D]Hallucinations),SnoMedCT:7011001(Hallucinations),UMLS:C0018524(C0018524)
PA444340	Hallux Valgus	"Bunion","Bunions","HAV - Hallux abductovalgus","HV - Hallux valgus","Hallux Abductovalgus","Hallux abductovalgus","Hallux valgus",		MeSH:D006215(Hallux Valgus),MedDRA:10019093(Hallux valgus),NDFRT:N0000001404(Hallux Valgus [Disease/Finding]),SnoMedCT:122480009(Hallux valgus),UMLS:C0018536(C0018536)
PA444341	Hamartoma	"Hamartoma, NOS","Hamartomas",		MeSH:D006222(Hamartoma),MedDRA:10061193(Hamartoma),NDFRT:N0000001405(Hamartoma [Disease/Finding]),SnoMedCT:400006008(Hamartoma),SnoMedCT:51398009(Hamartoma),UMLS:C0018552(C0018552)
PA444342	Hamartoma Syndrome, Multiple	"Bannayan-Riley-Ruvalcaba Syndrome","Cowden Disease","Cowden's Disease","Cowdens Disease","Disease, Cowden","Disease, Cowden's","Hamartoma Syndrome, Multiple","Multiple Hamartoma Syndrome","PTEN Hamartoma Tumor Syndrome","Syndrome, Multiple Hamartoma",		MeSH:D006223(Hamartoma Syndrome, Multiple),MedDRA:10051915(Cowden syndrome),NDFRT:N0000001406(Hamartoma Syndrome, Multiple [Disease/Finding]),SnoMedCT:58037000(Cowden syndrome),UMLS:C0018553(C0018553)
PA444343	Hand Deformities	"Deformities, Hand","Deformity of hand","Deformity, Hand","Hand Deformity",		MeSH:D006226(Hand Deformities),MedDRA:10061194(Hand deformity),NDFRT:N0000001407(Hand Deformities [Disease/Finding]),SnoMedCT:299033004(Deformity of hand),UMLS:C0018564(C0018564)
PA444352	Head and Neck Neoplasms	"Cancer of Head","Cancer of Head and Neck","Cancer of Neck","Cancer of the Head","Cancer of the Head and Neck","Cancer of the Neck","Head Cancer","Head Neoplasms","Head and Neck Cancer","Head, Neck Neoplasms","Neck Cancer","Neck Neoplasms","Neoplasm, UADT","Neoplasms, Head","Neoplasms, Head and Neck","Neoplasms, Neck","Neoplasms, UADT","Neoplasms, Upper Aerodigestive Tract","UADT Neoplasm","UADT Neoplasms","Upper Aerodigestive Tract Neoplasms",		MeSH:D006258(Head and Neck Neoplasms),NDFRT:N0000001416(Head and Neck Neoplasms [Disease/Finding]),SnoMedCT:255055008(Neoplasm of head AND/OR neck),UMLS:C0018671(C0018671)
PA444353	Craniocerebral Trauma	"Craniocerebral Injuries","Craniocerebral Injury","Craniocerebral Traumas","Crushing Skull Injuries","Crushing Skull Injury","Forehead Trauma","Forehead Traumas","Frontal Region Trauma","Frontal Region Traumas","HI - Head injury","Head Injuries","Head Injuries, Minor","Head Injuries, Multiple","Head Injuries, Open","Head Injuries, Superficial","Head Injury","Head Injury, Minor","Head Injury, Multiple","Head Injury, Open","Head Injury, Superficial","Head Trauma","Head Traumas","Head injury NOS","Injuries, Craniocerebral","Injuries, Head","Injuries, Minor Head","Injuries, Multiple Head","Injuries, Open Head","Injuries, Superficial Head","Injury of head region","Injury, Craniocerebral","Injury, Head","Injury, Minor Head","Injury, Multiple Head","Injury, Open Head","Injury, Superficial Head","Minor Head Injuries","Minor Head Injury","Multiple Head Injuries","Multiple Head Injury","Occipital Region Trauma","Occipital Region Traumas","Occipital Trauma","Occipital Traumas","Open Head Injuries","Open Head Injury","Parietal Region Trauma","Parietal Region Traumas","Region Trauma, Frontal","Region Trauma, Occipital","Region Trauma, Parietal","Region Traumas, Frontal","Region Traumas, Occipital","Region Traumas, Parietal","Skull Injuries, Crushing","Skull Injury, Crushing","Superficial Head Injuries","Superficial Head Injury","Temporal Region Trauma","Temporal Region Traumas","Trauma, Craniocerebral","Trauma, Forehead","Trauma, Frontal Region","Trauma, Head","Trauma, Occipital","Trauma, Occipital Region","Trauma, Parietal Region","Trauma, Temporal Region","Traumas, Craniocerebral","Traumas, Forehead","Traumas, Frontal Region","Traumas, Head","Traumas, Occipital","Traumas, Occipital Region","Traumas, Parietal Region","Traumas, Temporal Region",		MeSH:D006259(Craniocerebral Trauma),MedDRA:10019196(Head injury),NDFRT:N0000001417(Craniocerebral Trauma [Disease/Finding]),SnoMedCT:262517002(Head injury NOS),SnoMedCT:82271004(Injury of head),UMLS:C0018674(C0018674)
PA444354	Headache	"Bilateral Headache","Bilateral Headaches","Cephalalgia","Cephalalgias","Cephalgia","Cephalgias","Cephalodynia","Cephalodynias","Cough Headache","Cough Headaches","Cranial Pain","Cranial Pains","Generalized Headache","Generalized Headaches","HA - Headache","Head Pain","Head Pains","Headache, Bilateral","Headache, Cough","Headache, Generalized","Headache, NOS","Headache, Ocular","Headache, Orthostatic","Headache, Periorbital","Headache, Post-Dural Puncture","Headache, Post-Lumbar Puncture","Headache, Postdural Puncture","Headache, Retro-Ocular","Headache, Sharp","Headache, Stabbing","Headache, Throbbing","Headache, Thunderclap","Headache, Unilateral","Headache, Vertex","Headaches","Headaches, Bilateral","Headaches, Cough","Headaches, Generalized","Headaches, Ocular","Headaches, Orthostatic","Headaches, Periorbital","Headaches, Post-Dural Puncture","Headaches, Post-Lumbar Puncture","Headaches, Postdural Puncture","Headaches, Retro-Ocular","Headaches, Sharp","Headaches, Stabbing","Headaches, Throbbing","Headaches, Thunderclap","Headaches, Unilateral","Headaches, Vertex","Ocular Headache","Ocular Headaches","Orthostatic Headache","Orthostatic Headaches","Pain in head","Pain, Cranial","Pain, Head","Pains, Cranial","Pains, Head","Periorbital Headache","Periorbital Headaches","Post Dural Puncture Headache","Post Lumbar Puncture Headache","Post-Dural Puncture Headache","Post-Dural Puncture Headaches","Post-Lumbar Puncture Headache","Post-Lumbar Puncture Headaches","Postdural Puncture Headache","Postdural Puncture Headaches","Puncture Headache, Postdural","Puncture Headaches, Postdural","Retro Ocular Headache","Retro-Ocular Headache","Retro-Ocular Headaches","Sharp Headache","Sharp Headaches","Stabbing Headache","Stabbing Headaches","Throbbing Headache","Throbbing Headaches","Thunderclap Headache","Thunderclap Headaches","Unilateral Headache","Unilateral Headaches","Vertex Headache","Vertex Headaches","[D]Headache",		MeSH:D006261(Headache),MedDRA:10008011(Cephalalgia),NDFRT:N0000001418(Headache [Disease/Finding]),SnoMedCT:206946005([D]Headache),SnoMedCT:25064002(Headache),UMLS:C0018681(C0018681)
