"HgeneSymbol","TgeneSymbol","diseaseName","pubmedIds"
"KDSR","DHSR, SDR35C1","18q21","3-ketodihydrosphingosine reductase","IGK@","IGK","2p11.2","immunoglobulin kappa locus","B-NHL"
"GAS7","KIAA0394, MGC1348","17p13.1","growth arrest-specific 7","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML*"
"GMPS",,"3q24","guanine monphosphate synthetase","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML"
"GOLGA5","ret-II, golgin-84, rfg5, GOLIM5","14q","golgi autoantigen, golgin subfamily a, 5","RET","PTC, CDHF12, RET51","10q11.2","ret proto-oncogene","papillarythyroid"
"GPHN","KIAA1385","14q23.3","gephyrin","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AL"
"ARHGAP26","GRAF, KIAA0621, OPHN1L, OPHN1L1","5q31","Rho GTPase activating protein 26","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML,MDS"
"CYTSB","HCMOGT-1, FLJ36955, NSP","17p11.2","\N","PDGFRB","JTK12, CD140b, PDGFR1","5q33.1","platelet-derived growth factor receptor, beta polypeptide","JMML"
"CLP1","HEAB, hClp1","11q12","CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML"
"CCNB1IP1","HEI10","14q11.2","cyclin B1 interacting protein 1","HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","uterineleiomyoma"
"HIP1","ILWEQ","7q11.23","huntingtin interacting protein 1","PDGFRB","JTK12, CD140b, PDGFR1","5q33.1","platelet-derived growth factor receptor, beta polypeptide","CMML"
"HIST1H4I","H4/m","6p22.1","histone cluster 1, H4i","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"EPAS1","MOP2, PASD2, HIF2A, HLF, bHLHe73","2p21-p16","endothelial PAS domain protein 1","TCF7L1",,"2p11.2","transcription factor 7-like 1 (T-cell specific, HMG-box)","ALL"
"MNX1","HB9, HOXHB9, SCRA1","7q36","motor neuron and pancreas homeobox 1","ETV6","TEL","12p13","ets variant 6","AML"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","LHFP","MGC22429","13q12","lipoma HMGIC fusion partner","lipoma"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","RAD51L1","REC2, hREC2, R51H2","14q23-q24.2","RAD51-like 1 (S. cerevisiae)","lipoma"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","LPP",,"3q27-q28","LIM domain containing preferred translocation partner in lipoma","lipoma"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","CCNB1IP1","HEI10","14q11.2","cyclin B1 interacting protein 1","lipoma"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","COX6C",,"8q22-q23","cytochrome c oxidase subunit VIc","lipoma"
"HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","CXCR7","RDC1, GPR159","2q37.3","chemokine (C-X-C motif) receptor 7","lipoma"
"HNRNPA2B1",,"7p15","heterogeneous nuclear ribonucleoprotein A2/B1","ETV1","ER81","7p22","ets variant 1","prostate"
"HOXA11",,"7p15.2","homeobox A11","NUP98","NUP96","11p15","nucleoporin 98kDa","CML"
"HOXA13",,"7p15.2","homeobox A13","NUP98","NUP96","11p15","nucleoporin 98kDa","AML"
"HOXA9",,"7p15.2","homeobox A9","NUP98","NUP96","11p15","nucleoporin 98kDa","AML*"
"HOXA9",,"7p15.2","homeobox A9","MSI2",,"17q23.2","musashi homolog 2 (Drosophila)","AML*"
"HOXC11",,"12q13.13","homeobox C11","NUP98","NUP96","11p15","nucleoporin 98kDa","AML"
"HOXC13",,"12q13.13","homeobox C13","NUP98","NUP96","11p15","nucleoporin 98kDa","AML"
"HOXD11",,"2q31.1","homeobox D11","NUP98","NUP96","11p15","nucleoporin 98kDa","AML"
"HOXD13",,"2q31.1","homeobox D13","NUP98","NUP96","11p15","nucleoporin 98kDa","AML*"
"HSP90AA1","Hsp89, Hsp90, FLJ31884, HSP90N","14q32.33","heat shock protein 90kDa alpha (cytosolic), class A member 1","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"HSP90AB1",,"6p12","heat shock protein 90kDa alpha (cytosolic), class B member 1","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","MYC","c-Myc, bHLHe39","8q24","v-myc myelocytomatosis viral oncogene homolog (avian)","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","FGFR3","CEK2, JTK4, CD333","4p16.3","fibroblast growth factor receptor 3","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","PAX5","BSAP","9p13.2","paired box 5","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","FCRL4","FCRH4, IRTA1, IGFP2","1q21","Fc receptor-like 4","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","IRF4","LSIRF","6p25-p23","interferon regulatory factor 4","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","CCND1","U21B31","11q13","cyclin D1","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL9",,"1q21","B-cell CLL/lymphoma 9","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL8","BCL8A","15q11-q13","B-cell CLL/lymphoma 8","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL2","Bcl-2","18q21.3","B-cell CLL/lymphoma 2","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL3",,"19q13.1-q13.2","B-cell CLL/lymphoma 3","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL10","CARMEN, CIPER, mE10, c-E10, CLAP","1p22","B-cell CLL/lymphoma 10","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","BCL11A","BCL11A-XL, BCL11A-L, BCL11A-S, CTIP1, HBFQTL5, ZNF856","2p16.1","B-cell CLL/lymphoma 11A (zinc finger protein)","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","LHX4","Gsh4","1q25.3","LIM homeobox 4","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","DDX6","RCK","11q23.3","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","NFKB2","LYT-10, p52","10q24","nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","PAFAH1B2",,"11q23","platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","PCSK7","PC7, PC8, LPC, SPC7","11q23-q24","proprotein convertase subtilisin/kexin type 7","MM,Burkittlymphoma,NHL,CLL,B-ALL,MALT,MLCLS"
"IGK@","IGK","2p11.2","immunoglobulin kappa locus","MYC","c-Myc, bHLHe39","8q24","v-myc myelocytomatosis viral oncogene homolog (avian)","Burkittlymphoma,B-NHL"
"IGK@","IGK","2p11.2","immunoglobulin kappa locus","KDSR","DHSR, SDR35C1","18q21","3-ketodihydrosphingosine reductase","Burkittlymphoma,B-NHL"
"IGL@","IGL","22q11.2","immunoglobulin lambda locus","BCL9",,"1q21","B-cell CLL/lymphoma 9","Burkittlymphoma"
"IGL@","IGL","22q11.2","immunoglobulin lambda locus","MYC","c-Myc, bHLHe39","8q24","v-myc myelocytomatosis viral oncogene homolog (avian)","Burkittlymphoma"
"IGL@","IGL","22q11.2","immunoglobulin lambda locus","CCND2",,"12p13","cyclin D2","Burkittlymphoma"
"IL2","IL-2","4q26-q27","interleukin 2","TNFRSF17","BCM, CD269","16p13.1","tumor necrosis factor receptor superfamily, member 17","intestinalT-celllymphoma"
"IL21R",,"16p11","interleukin 21 receptor","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"IRF4","LSIRF","6p25-p23","interferon regulatory factor 4","IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","MM"
"FCRL4","FCRH4, IRTA1, IGFP2","1q21","Fc receptor-like 4","IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","B-NHL"
"ITK","EMT, PSCTK2, LYK","5q31-q32","IL2-inducible T-cell kinase","SYK",,"9q22","spleen tyrosine kinase","peripheralT-celllymphoma"
"JAK2","JTK10","9p24","Janus kinase 2 (a protein tyrosine kinase)","ETV6","TEL","12p13","ets variant 6","ALL,AML,MPD,CML"
"JAK2","JTK10","9p24","Janus kinase 2 (a protein tyrosine kinase)","MBD1","PCM1, CXXC3","18q21","methyl-CpG binding domain protein 1","ALL,AML,MPD,CML"
"JAK2","JTK10","9p24","Janus kinase 2 (a protein tyrosine kinase)","BCR","D22S662, CML, PHL, ALL","22q11","breakpoint cluster region","ALL,AML,MPD,CML"
"JAZF1","TIP27, DKFZp761K2222, ZNF802","7p15.2-p15.1","JAZF zinc finger 1","SUZ12","JJAZ1, KIAA0160, CHET9","17q21","suppressor of zeste 12 homolog (Drosophila)","endometrialstromaltumours"
"KTN1","KIAA0004, CG1","14q22.1","kinectin 1 (kinesin receptor)","RET","PTC, CDHF12, RET51","10q11.2","ret proto-oncogene","papillarythryoid"
"AFF3","MLLT2-like","2q11.2-q12","AF4/FMR2 family, member 3","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","ALL,T-ALL"
"AFF3","MLLT2-like","2q11.2-q12","AF4/FMR2 family, member 3","RUNX1","PEBP2A2, AMLCR1","21q22.3","runt-related transcription factor 1","ALL,T-ALL"
"LASP1","MLN50, Lasp-1","17q11-q21.3","LIM and SH3 protein 1","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML"
"LCK",,"1p34.3","lymphocyte-specific protein tyrosine kinase","TRB@","TRB","7q34","T cell receptor beta locus","T-ALL"
"TOX4","LCP1","14q11.2","TOX high mobility group box family member 4","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"TET1","LCX, KIAA1676, bA119F7.1","10q21","tet oncogene 1","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML"
"LHFP","MGC22429","13q12","lipoma HMGIC fusion partner","HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","lipoma"
"LIFR","CD118","5p13-p12","leukemia inhibitory factor receptor alpha","PLAG1",,"8q12","pleiomorphic adenoma gene 1","salivaryadenoma"
"LMO1","TTG1, RHOM1","11p15","LIM domain only 1 (rhombotin 1)","TRD@","TRD, TCRDV1","14q11.2","T cell receptor delta locus","T-ALL"
"LMO2","TTG2, RHOM2, RBTN2","11p13","LIM domain only 2 (rhombotin-like 1)","TRD@","TRD, TCRDV1","14q11.2","T cell receptor delta locus","T-ALL"
"LPP",,"3q27-q28","LIM domain containing preferred translocation partner in lipoma","HMGA2","BABL, LIPO","12q15","high mobility group AT-hook 2","lipoma,leukemia"
"LPP",,"3q27-q28","LIM domain containing preferred translocation partner in lipoma","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","lipoma,leukemia"
"LPP",,"3q27-q28","LIM domain containing preferred translocation partner in lipoma","C12ORF9","LPP-LRFT","12","chromosome 12 open reading frame 9","lipoma,leukemia"
"LYL1","bHLHa18","19p13.2","lymphoblastic leukemia derived sequence 1","TRB@","TRB","7q34","T cell receptor beta locus","T-ALL"
"MAF","c-MAF","16q22-q23","v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)","IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","MM"
"MAFB",,"20q11.1-q13.1","v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)","IGH@","IGH","14q32.32-q32.33","immunoglobulin heavy locus","MM"
"MALT1",,"18q21","mucosa associated lymphoid tissue lymphoma translocation gene 1","BIRC3","cIAP2, hiap-1, MIHC, RNF49, MALT2, c-IAP2","11q22","baculoviral IAP repeat-containing 3","MALT"
"MAML2","KIAA1819, MAM3","11q","mastermind-like 2 (Drosophila)","CRTC1","KIAA0616, FLJ14027, TORC1","19p13","CREB regulated transcription coactivator 1","salivaryglandmucoepidermoid"
"MECOM","MDS1-EVI1, PRDM3","3q26","\N","RUNX1","PEBP2A2, AMLCR1","21q22.3","runt-related transcription factor 1","MDS,AML"
"MDS2",,"1p36","myelodysplastic syndrome 2 translocation associated","ETV6","TEL","12p13","ets variant 6","MDS"
"CRTC1","KIAA0616, FLJ14027, TORC1","19p13","CREB regulated transcription coactivator 1","MAML2","KIAA1819, MAM3","11q","mastermind-like 2 (Drosophila)","salivaryglandmucoepidermoid"
"CIITA","C2TA, NLRA","16p13","class II, major histocompatibility complex, transactivator","BCL6","ZBTB27, LAZ3, BCL5, BCL6A","3q27","B-cell CLL/lymphoma 6","NHL"
"MKL1","KIAA1438, MAL, MRTF-A, BSAC","22q13","megakaryoblastic leukemia (translocation) 1","RBM15","OTT, OTT1","1p13","RNA binding motif protein 15","acutemegakaryocyticleukemia"
"MLF1",,"3q25","myeloid leukemia factor 1","NPM1","B23, NPM","5q35","nucleophosmin (nucleolar phosphoprotein B23, numatrin)","AML"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT1","ENL, LTG19, YEATS1","19p13.3","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AFF1","AF-4, AF4","4q21.3","AF4/FMR2 family, member 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT3","AF-9, AF9, YEATS3","9p22","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT4","AF-6, AF6","6q27","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","FOXO4","AFX1","Xq13.1","forkhead box O4","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT10","AF10","10p12","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT6","AF17, FLJ23480","17q21","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","ELL","Men, ELL1","19p13.1","elongation factor RNA polymerase II","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","EPS15","AF-1P, MLLT5","1p32","epidermal growth factor receptor pathway substrate 15","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","MLLT11","AF1Q","1q21","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","CREBBP","RTS, CBP, KAT3A","16p13.3","CREB binding protein","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","SH3GL1","SH3P8, SH3D2B, CNSA1, EEN, MGC111371","19p13.3","SH3-domain GRB2-like 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","FNBP1","FBP17, KIAA0554","9q34","formin binding protein 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","SEPT5","HCDCREL-1, H5","22q11.2","septin 5","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","FN1","MSF, CIG, LETS, GFND2, FINC","2q34","fibronectin 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","GPHN","KIAA1385","14q23.3","gephyrin","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","GMPS",,"3q24","guanine monphosphate synthetase","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","ABI1","E3B1, ABI-1","10p12.1","abl-interactor 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","ARHGEF12","KIAA0382, LARG","11q23.3","Rho guanine nucleotide exchange factor (GEF) 12","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","GAS7","KIAA0394, MGC1348","17p13.1","growth arrest-specific 7","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","FOXO3","AF6q21, FOXO2","6q21","forkhead box O3","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AFF3","MLLT2-like","2q11.2-q12","AF4/FMR2 family, member 3","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","TET1","LCX, KIAA1676, bA119F7.1","10q21","tet oncogene 1","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","SEPT6","KIAA0128, SEP2, SEPT2, MGC16619, MGC20339","Xq24","septin 6","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","LPP",,"3q27-q28","LIM domain containing preferred translocation partner in lipoma","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","RUNX1T1","CDR, ETO, MTG8, ZMYND2","8q22","runt-related transcription factor 1; translocated to, 1 (cyclin D-related)","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","ARHGAP26","GRAF, KIAA0621, OPHN1L, OPHN1L1","5q31","Rho GTPase activating protein 26","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","EP300","p300, KAT3B","22q13.2","E1A binding protein p300","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","PICALM","CALM, CLTH","11q14","phosphatidylinositol binding clathrin assembly protein","AML,ALL"
"MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","CLP1","HEAB, hClp1","11q12","CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)","AML,ALL"
"MLLT1","ENL, LTG19, YEATS1","19p13.3","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AL"
"MLLT10","AF10","10p12","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","MLL","TRX1, HRX, ALL-1, HTRX1, CXXC7, MLL1A, KMT2A","11q23","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)","AL"
"MLLT10","AF10","10p12","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10","PICALM","CALM, CLTH","11q14","phosphatidylinositol binding clathrin assembly protein","AL"
